Feature_1,Feature_2,Feature_3,Feature_4,class,group
-0.458362574116351,0.40960365620083,-1.10071538315925,0.891386912449859,0,C
1.40192173989288,-0.102928350297089,1.44327607083649,-0.465184652138319,0,C
-0.469169736464181,0.0243764676776259,-0.129764526407356,-0.539714480439843,0,C
-0.195780461046822,-0.0148681971173494,-0.34755453658546,-0.4928961626408,0,C
0.36044646341734,-0.913066527214343,0.756508783487785,-0.571345012562412,0,C
1.61128000033546,0.399160154844835,1.6496293481633,2.59270743013065,0,C
-1.21471345955561,0.287926220720685,-1.3341980462339,1.02690159340428,0,C
0.454897506377443,-0.0118465781774873,0.642411744692261,1.82699194692796,0,C
1.36412376683614,-0.517320178298235,1.02511483378207,-0.480311755792124,0,C
-1.31986776275983,-0.0577436673524564,-1.098571153553,-0.571190932460517,0,C
-1.83288395198849,-0.0114659242749103,-1.84021079459034,1.61762662254413,0,C
-0.388332556213842,-0.171221825694988,-0.246954594861002,-0.525113534635876,0,C
-0.569456763534126,-0.190783059588084,-0.638403194804542,-0.570804749018495,0,C
-0.611019396434875,-0.25128011490294,-0.723798061384945,-0.57395813329928,0,C
0.206324263153348,0.0147506096734535,-0.00420327286315847,0.245247016472998,0,C
-1.83890310834151,-3.47590545881206,1.52117322064284,-0.520465004051995,0,C
-0.238316728315986,-0.611896180421742,-0.269681388113207,-0.524867167345163,0,C
1.20501471344782,0.59123402903448,0.819456488418848,-0.576536349896611,0,C
0.817704394825468,0.452937063244334,0.42492719876012,-0.54734424777455,0,C
0.0843579725729225,0.168587197539373,0.0412975468894778,-0.547122953601264,0,C
1.12890015252358,-0.561240015794362,1.73451425760846,-0.543920354352331,0,C
1.30363303690383,-0.306565109783321,1.67982875999737,-0.569116761389369,0,C
0.88389093059839,-0.278377807894203,1.06561747349798,-0.558335176862385,0,C
-1.74852395299761,1.13288200462606,-1.70522196475459,2.19801501876783,0,C
1.19490575532279,0.704958488038618,0.439480445348291,2.49314089680306,0,C
0.108272027021021,0.570619258066911,-0.0616486007503976,-0.478479745903898,0,C
-0.338158435622899,-0.164389957809588,-0.0552143153820825,-0.580637147912747,0,C
-0.772277995529612,-0.281448957846736,-0.736882897704808,-0.560906163498279,0,C
-1.24043266006463,0.0643773900311828,-1.31711026056911,1.51946931387767,0,C
-0.426558524603411,0.298890576383722,-0.886653310425964,-0.10230583684407,0,C
-2.16722778098262,-1.86943663776692,-0.933805378445722,-0.575871406023496,0,C
-0.563147244865847,-1.35008980828151,0.587607465707869,-0.550081535207063,0,C
-0.196043646146179,-0.548637071641259,-0.156459433031953,-0.49274368633407,0,C
-0.276550310221775,-2.71282164188353,0.969035067255135,-0.536098140017819,0,C
-0.634847757797879,0.565254505326414,-1.0514441693222,2.91869786915627,0,C
-1.52118465352096,-0.519242081897343,-1.34219789788962,-0.530446561551512,0,C
0.972053810005475,1.04702030680819,0.462618088392727,-0.488657294462804,0,C
-0.510438424218515,0.198467478591479,-0.755504530933744,-0.503111784133137,0,C
0.697516685054426,-0.124973073845748,0.684455554305311,0.610213485353732,0,C
-0.0317220212702969,0.398545077146065,0.502790319936403,-0.516128345483705,0,C
0.165245017596731,0.566708861793253,-0.3786029714462,3.0760450222516,0,C
0.26144940855699,0.973997395840974,-0.121381965270197,-0.51001261165843,0,C
-1.21842601535668,1.03334471547466,-1.6042775465913,1.85546909734565,0,C
-0.775034088401377,-0.645025691766988,-0.107240698410734,-0.591002094560822,0,C
-1.68345779467967,-0.582282509192842,-1.51969992921378,1.88242174962009,0,C
0.403024086235962,0.766139267866233,0.0593472488313321,-0.543091205707194,0,C
0.0144293226418427,-0.5678704657728,0.757882990798175,-0.483103157853335,0,C
-0.59379926116895,-0.24695549963871,-0.701759054276167,0.413038995533192,0,C
-1.34327782858461,0.023325626597515,-1.51317118097954,-0.534556799228915,0,C
-0.51040931371532,-0.98674322306313,-0.119922570509211,-0.516889963507927,0,C
-1.31850031182635,-0.459723277969257,-0.985163461938421,2.4305826554306,0,C
-0.115862123998579,-0.51750680493476,-0.293048662667583,-0.532694473271076,0,C
0.421566133209765,0.709864036892609,-0.588892828943105,2.46897200150932,0,C
1.2865448766653,-0.726488601686567,1.77603967590694,-0.546561851287166,0,C
0.6650795231246,-0.347688214369857,0.518818681121618,-0.531739133944655,0,C
-0.120560111360426,-2.77112242872875,1.90302432330493,0.250528328491689,0,C
0.522781113550801,-0.313224837576562,0.0964061134622417,-0.548244783495612,0,C
-0.361575372247198,-0.0339693168701761,-0.555598320700635,-0.489466023226766,0,C
0.681622350309721,-0.361430531051056,0.593910725732965,1.56833507902505,0,C
-1.84755056621505,-0.197126356744631,-1.73388770950378,-0.509252387822373,0,C
-0.655999001565784,-0.363973547611047,-0.578489476663231,-0.572255978932985,0,C
0.236487823847751,-0.507643472573335,1.01824041939472,-0.547142764080112,0,C
-1.11275399304947,-0.671988597143873,-0.445429576655691,-0.523377703491202,0,C
0.520454064710748,0.831304004046654,0.179985849307131,3.20947726747462,0,C
-0.672832933782859,0.293379066926173,-1.1232764532877,-0.532348153287329,0,C
-1.00863826302849,-0.405528360970656,-0.884797530042319,-0.477600161083484,0,C
0.349726337716291,-1.16405359445038,1.19563261607834,-0.570017085735665,0,C
-0.106527057404647,0.0171752838601935,0.0289888385934696,2.13282004055408,0,C
1.1870183055096,0.152575503807331,2.37353350829747,-0.555603052710884,0,C
0.336528979129168,1.5421498227211,-0.61268801552583,-0.553964162530538,0,C
-0.0583832115122535,0.0837773878086368,-0.471298956743488,0.55473554260529,0,C
-1.05606509483448,-1.24303981339264,-1.1010002478206,-0.504637144845746,0,C
-0.784176577820323,-0.841210782227375,-0.984331900727751,-0.542970171754023,0,C
-0.378637709950883,-0.0897558426933316,-0.614777526921619,-0.545959240982314,0,C
1.1123046315699,-0.182707154249966,1.22458175649831,-0.468997019840227,0,C
0.603217464564834,-0.692534524297418,0.950366867211866,-0.474736161664292,0,C
-0.911165997690593,-0.0149163087341047,-1.04815151580953,0.87641538441531,0,C
-0.164042693910389,-0.480677646372639,0.171359582720669,0.728577052392975,0,C
-0.857184977117763,-0.438414060036719,-0.635269988347879,-0.572725488190262,0,C
-1.64923384869863,0.22844146746608,-1.75361258806721,-0.561614530402094,0,C
-0.148811783775732,-0.833022979254431,0.28332932887676,1.3128427831197,0,C
-0.535344628035825,-0.311796886454303,-0.630322951308557,-0.523914241604695,0,C
-0.631675761648457,-2.57689341768166,0.413071469605218,-0.215347202011509,0,C
-0.360092233137007,-0.413451869972084,-0.287337088451917,0.828258410293457,0,C
-0.121680346943697,-0.346428119359899,0.0129562778671492,-0.585146151806632,0,C
-0.443961384258624,-0.525531412221261,-0.452215107305073,-0.504096891888909,0,C
-0.333315496590059,0.298362753680411,-0.601569708816405,0.163500541504354,0,C
-0.338738111554525,0.248984938398412,-0.272133255710739,-0.568847825427231,0,C
-1.22883026218981,0.637248527964573,-1.55129171315846,0.103818441885479,0,C
-1.25244649379753,-0.520815464582702,-1.07750430441234,1.19780221716614,0,C
-0.237391910022162,0.0241823776969608,-0.691263996436703,-0.386714735336749,0,C
-0.398663202017057,-0.739842856852424,-0.270563516116019,-0.570661055333953,0,C
0.982353400898824,0.690120881635899,0.0814360908652228,-0.535596484001625,0,C
-0.660619215340936,-1.21606210411462,0.0796091574611366,-0.48976377167551,0,C
-1.38573139587423,-0.154456575666958,-1.19324042817965,-0.539415258182218,0,C
-0.802908667836829,-0.965629692802495,-0.361708160660237,-0.529497303803629,0,C
-0.299863945587346,-0.387890123890458,-0.38426714094912,2.49160688954964,0,C
-0.335033016278589,-1.29658458044298,0.670551756842083,-0.580808775449641,0,C
-1.0412574066309,-1.04080865513634,-0.948630993765614,0.598730820084048,0,C
-1.28837422898743,-0.136208452800845,-1.02367895807387,0.245930257856389,0,C
-0.191990273530777,-1.00980768823145,1.17369155839224,-0.515705099510386,0,C
-0.463352114364048,0.589862640990891,-0.549418866736295,-0.566238665894874,0,C
-0.414673978774544,0.595785523048338,-0.0858169866993483,-0.523062858610606,0,C
-0.853699330250531,-0.579027108645001,-0.794029994067156,-0.523941291979708,0,C
-1.45277674188023,0.638435696802681,-1.66914661316502,1.88201822127632,0,C
0.131111405658502,-0.199801975882304,-0.487665088039117,-0.546809965291637,0,C
-0.513358858922814,-0.123315764008656,-0.755086068349051,-0.519060138949465,0,C
-0.088675580590371,-0.513446975431684,0.470154054411001,2.51973947051999,0,C
-0.353024477276915,-0.104851605227677,-0.340145858395283,-0.511486197010879,0,C
-1.84812917290075,-1.16777494804564,-0.705748143462707,1.15486472965526,0,C
-0.859967319831213,-1.1048773896747,0.0978326391460592,-0.538551733336671,0,C
-1.05405421029747,-1.04579667427018,-0.679168472340379,-0.516506475919252,0,C
-0.985266091246671,-1.33414556664316,-0.921817794317688,-0.516463058230274,0,C
0.208438307077367,0.00864174346333897,0.12918056662857,-0.573942058499866,0,C
-1.50299773413909,-0.767722819868664,-1.000604167087,-0.516242654302207,0,C
-1.38092440647769,-5.55248971988023,1.39088383777554,-0.591070169309208,0,C
-0.347196554537191,-0.899153040453979,0.672659745721815,-0.568459737880025,0,C
-2.20787408426651,0.141848975362614,-1.94053589303888,-0.543925311489111,0,C
-0.0247677254368093,0.703636886245778,-0.179397691655964,3.04494923991914,0,C
-0.151346463285075,0.769479214955167,-0.612687537676154,-0.559596469353733,0,C
-0.57333993112226,-1.80043783995012,0.165329965709539,-0.52096200076961,0,C
-0.574755149431454,-0.978366684360347,-0.212956611016151,-0.590724641481523,0,C
-2.29649048667846,-1.11778023171108,-1.79388398283218,1.30735080081067,0,C
-1.05054661858937,-0.589290543108452,-0.516912018260985,1.80803708548786,0,C
-0.0732098420234816,-0.285037665808524,-0.22653437245352,-0.524673776798682,0,C
-1.03265843830273,-0.272584882956073,-0.994426901494502,-0.517021786959979,0,C
-1.11543079523472,-0.969479450989205,-0.625504928233586,-0.553514018612543,0,C
